기준연월,지역명,방문자 수
202201,충청남도,1.1609252E+07
202202,충청남도,9833370.0
202203,충청남도,1.2205485E+07
202204,충청남도,1.2805313E+07
202205,충청남도,1.4425627E+07
202206,충청남도,1.319746E+07
202207,충청남도,1.4180561E+07
202208,충청남도,1.4484879E+07
202209,충청남도,1.5843104E+07
202210,충청남도,1.5448886E+07
202211,충청남도,1.2940585E+07
202212,충청남도,1.1024049E+07
