기준연월,지역명,방문자 수
202201,충청북도,7899318.0
202202,충청북도,6670173.0
202203,충청북도,8289171.0
202204,충청북도,8499345.0
202205,충청북도,9771326.0
202206,충청북도,8845775.0
202207,충청북도,9857103.0
202208,충청북도,1.0032047E+07
202209,충청북도,1.0597214E+07
202210,충청북도,1.055263E+07
202211,충청북도,9134928.0
202212,충청북도,7640488.0
