기준연월,방문자 수,평균 체류시간
202201,7896241.0,461.0
202202,6666548.0,430.0
202203,8285321.0,435.0
202204,8494149.0,402.0
202205,9764070.0,379.0
202206,8835887.0,396.0
202207,9845305.0,417.0
202208,1.0029352E+07,417.0
202209,1.0597682E+07,421.0
202210,1.055263E+07,369.0
202211,9134928.0,392.0
202212,7640488.0,422.0
