기준연월,지역명,방문자 수
202201,경상남도,1.2304834E+07
202202,경상남도,1.0303455E+07
202203,경상남도,1.1593343E+07
202204,경상남도,1.1799059E+07
202205,경상남도,1.327091E+07
202206,경상남도,1.1945907E+07
202207,경상남도,1.4016644E+07
202208,경상남도,1.4282127E+07
202209,경상남도,1.3592439E+07
202210,경상남도,1.402865E+07
202211,경상남도,1.1919437E+07
202212,경상남도,1.1504035E+07
