기준연월,지역명,방문자 수
202201,경상북도,1.3572455E+07
202202,경상북도,1.1623384E+07
202203,경상북도,1.305982E+07
202204,경상북도,1.3235264E+07
202205,경상북도,1.4803107E+07
202206,경상북도,1.4455848E+07
202207,경상북도,1.9106244E+07
202208,경상북도,1.7117273E+07
202209,경상북도,1.6984465E+07
202210,경상북도,1.6671341E+07
202211,경상북도,1.4030953E+07
202212,경상북도,1.2958671E+07
