기준연월,방문자 수,평균 체류시간
202201,9847152.0,514.0
202202,8036504.0,425.0
202203,9135921.0,417.0
202204,9699241.0,406.0
202205,1.0353483E+07,399.0
202206,1.0280599E+07,505.0
202207,1.5405142E+07,413.0
202208,1.189461E+07,436.0
202209,1.187136E+07,480.0
202210,1.1744337E+07,395.0
202211,1.0006948E+07,410.0
202212,8600850.0,472.0
